Week number,Start Date,Location (county),Latitude,Longitude,AvgTemp,AvgPressure,AvgWindSpeed,Total number of birds testing positive
Week 24 (2023),6/12/2023,Suffolk,-0.33286226049232737,-0.6076292882744496,1.6387575459955297,0.3037182668000929,-1.6192152146770145,1.0
Week 24 (2023),6/12/2023,Norfolk,-0.18703782824465287,-0.4403993855606759,1.6387575459955297,0.5344873513806804,-2.3235725231330115,3.0
Week 24 (2023),6/12/2023,Essex,-0.468005389949715,-1.013056835637481,1.6387575459955297,0.2991932896292867,-1.7933694934662914,2.0
Week 24 (2023),6/12/2023,Norfolk,-0.18703782824465287,-0.4403993855606759,1.6387575459955297,0.5344873513806804,-2.3235725231330115,3.0
Week 24 (2023),6/12/2023,Northumberland,-0.2629243763762459,-0.7462877624167947,1.6387575459955297,0.262994105746898,-2.397104329672727,2.0
Week 24 (2023),6/12/2023,Merseyside,0.06849180004601085,0.42708653353814635,1.6387575459955297,0.8014556198436567,1.5000000000000009,1.0
Week 24 (2023),6/12/2023,Cumbria,0.45262431393170316,0.327700972862263,1.6387575459955297,1.1000984117602817,0.698971751839544,3.0
Week 25 (2023),6/19/2023,Carmarthenshire,-0.44039833043021065,0.9719918074756781,1.6387575459955297,0.4756639151283576,-0.7794045776717868,3.5
Week 25 (2023),6/19/2023,Norfolk,-0.18703782824465287,-0.4403993855606759,1.6387575459955297,0.24941949097650987,-2.2229500508834503,1.0
Week 25 (2023),6/19/2023,Northumberland,-0.2629243763762459,-0.7462877624167947,1.6387575459955297,0.10462307218902152,-1.9404331092547888,3.5
Week 25 (2023),6/19/2023,Pembrokeshire,-0.5014953823906393,1.406810035842294,1.6387575459955297,0.6068857191454577,-2.5,1.0
Week 25 (2023),6/19/2023,South Yorkshire,0.09859664114109075,-0.42201740911418345,0.0,0.0,0.0,1.0
Week 25 (2023),6/19/2023,Tyne & Wear,0.5844480231373426,-0.2765488991295444,0.0,0.0,0.0,1.0
Week 25 (2023),6/19/2023,Swansea,-0.5188155256844249,0.9145417306707628,1.6387575459955297,0.6068857191454577,-1.5302030269576536,1.0
Week 26 (2023),6/26/2023,Aberdeen,1.298090511716566,-0.03236047107014856,0.0,0.0,0.0,3.5
Week 26 (2023),6/26/2023,Cumbria,0.45262431393170316,0.327700972862263,1.6387575459955297,-1.3750146889133839,1.5000000000000009,2.0
Week 26 (2023),6/26/2023,Dorset,-0.8056002892168131,0.09575012800819244,1.6387575459955297,0.03222502116631049,-0.21824078835484312,3.5
Week 26 (2023),6/26/2023,Flintshire,0.0,0.5081925243215564,1.6387575459955297,-0.7596301466230722,1.5000000000000009,1.0
Week 26 (2023),6/26/2023,Hampshire,-0.7040786143885376,-0.434920634920635,1.6387575459955297,-0.1849694486439249,-0.6942624866018706,3.5
Week 26 (2023),6/26/2023,Norfolk,-0.18703782824465287,-0.4403993855606759,1.6387575459955297,-0.6329333197767781,-1.0348308535906021,3.0
Week 26 (2023),6/26/2023,Lancashire,0.18404706346336955,0.27777777777777773,1.6387575459955297,-1.1170960580499898,1.5000000000000009,3.0
Week 26 (2023),6/26/2023,Greater Manchester,0.09228645610806158,0.04357398873527892,0.0,0.0,0.0,1.0
Week 26 (2023),6/26/2023,Tyne & Wear,0.5844480231373426,-0.2765488991295444,0.0,0.0,0.0,1.0
Week 26 (2023),6/26/2023,Greater Manchester,0.09228645610806158,0.04357398873527892,0.0,0.0,0.0,1.0
Week 26 (2023),6/26/2023,Essex,-0.468005389949715,-1.013056835637481,1.6387575459955297,-0.26641745400824823,-1.688876927276352,1.0
Week 27 (2023),7/3/2023,Aberdeen,1.298090511716566,-0.03236047107014856,0.0,0.0,0.0,1.0
Week 27 (2023),7/3/2023,Aberdeen,1.298090511716566,-0.03236047107014856,0.0,0.0,0.0,3.5
Week 27 (2023),7/3/2023,West Sussex,-0.7467052289085362,-0.855299539170507,1.6387575459955297,-0.12614601239156603,-2.5,1.0
Week 27 (2023),7/3/2023,City of Edinburgh,0.904887106845891,0.5278033794162825,0.0,0.0,0.0,3.0
Week 27 (2023),7/3/2023,Cumbria,0.45262431393170316,0.327700972862263,1.6387575459955297,-0.936100772122143,1.5000000000000009,3.5
Week 27 (2023),7/3/2023,Fife,0.9886285207217259,0.5076804915514592,0.0,0.0,0.0,2.0
Week 27 (2023),7/3/2023,Hampshire,-0.7040786143885376,-0.434920634920635,1.6387575459955297,-0.31619125266102505,-0.6168605834127112,2.0
Week 27 (2023),7/3/2023,Anglesey,0.021691261051038656,1.1123911930363541,0.0,0.0,0.0,3.0
Week 27 (2023),7/3/2023,Tyne & Wear,0.5844480231373426,-0.2765488991295444,0.0,0.0,0.0,2.0
Week 27 (2023),7/3/2023,North Yorkshire,0.3286554704703056,-0.439068100358423,0.0,0.0,0.0,1.0
Week 27 (2023),7/3/2023,Northumberland ,-0.2629243763762459,-0.7462877624167947,1.6387575459955297,-0.7053313707994892,-1.0812719971295384,3.5
Week 27 (2023),7/3/2023,Scottish Borders,0.7718802379465589,0.350179211469534,0.0,0.0,0.0,2.0
Week 27 (2023),7/3/2023,Tyne & Wear,0.5844480231373426,-0.2765488991295444,0.0,0.0,0.0,1.0
Week 28 (2023),7/10/2023,Aberdeen,1.298090511716566,-0.03236047107014856,0.0,0.0,0.0,3.0
Week 28 (2023),7/10/2023,Aberdeen,1.298090511716566,-0.03236047107014856,0.0,0.0,0.0,3.5
Week 28 (2023),7/10/2023,Anglesey,0.021691261051038656,1.1123911930363541,0.0,0.0,0.0,3.5
Week 28 (2023),7/10/2023,Angus,1.1502941466460697,0.3801843317972349,1.6387575459955297,-1.9790872633897079,1.5000000000000009,3.5
Week 28 (2023),7/10/2023,Arun,-0.7805567423669758,-0.8212493599590375,1.6387575459955297,-0.8772773358698202,-1.6811367366865293,1.0
Week 28 (2023),7/10/2023,Lancashire,0.18404706346336955,0.27777777777777773,1.6387575459955297,-1.8591777439286619,1.5000000000000009,2.0
Week 28 (2023),7/10/2023,Carmarthenshire ,-0.44039833043021065,0.9719918074756781,1.6387575459955297,-0.8229785600462372,1.5000000000000009,1.0
Week 28 (2023),7/10/2023,Essex,-0.468005389949715,-1.013056835637481,1.6387575459955297,-1.50623649293052,0.4512856638014853,1.0
Week 28 (2023),7/10/2023,Cumbria,0.45262431393170316,0.327700972862263,1.6387575459955297,-1.9790872633897079,1.5000000000000009,3.0
Week 28 (2023),7/10/2023,Devon,-0.8165116508364275,0.7032258064516127,1.6387575459955297,-0.3931142808545783,-1.4605413170673829,3.0
Week 28 (2023),7/10/2023,East Ayrshire,0.7398034640286572,1.0789042498719916,0.0,0.0,0.0,2.0
Week 28 (2023),7/10/2023,Fife,0.9886285207217259,0.5076804915514592,0.0,0.0,0.0,1.0
Week 28 (2023),7/10/2023,Lancashire,0.18404706346336955,0.27777777777777773,1.6387575459955297,-1.8591777439286619,1.5000000000000009,2.0
Week 28 (2023),7/10/2023,Greater Manchester,0.09228645610806158,0.04357398873527892,0.0,0.0,0.0,1.0
Week 28 (2023),7/10/2023,Norfolk,-0.18703782824465287,-0.4403993855606759,1.6387575459955297,-1.7867793761638846,-0.5007577299835039,1.0
Week 28 (2023),7/10/2023,North Yorkshire,0.3286554704703056,-0.439068100358423,0.0,0.0,0.0,3.5
Week 28 (2023),7/10/2023,Northumberland,-0.2629243763762459,-0.7462877624167947,1.6387575459955297,-1.8772770191277899,0.559648326640869,3.0
Week 28 (2023),7/10/2023,Pembrokeshire ,-0.5014953823906393,1.406810035842294,1.6387575459955297,-0.6103087506647776,-1.9210826341347653,2.0
Week 28 (2023),7/10/2023,Merseyside,0.06849180004601085,0.42708653353814635,1.6387575459955297,-1.4474130566781613,1.5000000000000009,3.5
Week 28 (2023),7/10/2023,Hampshire,-0.7040786143885376,-0.434920634920635,1.6387575459955297,-1.0763722137388252,1.0201896437082516,2.0
Week 28 (2023),7/10/2023,Tyne & Wear,0.5844480231373426,-0.2765488991295444,0.0,0.0,0.0,1.0
Week 28 (2023),7/10/2023,Highlands,1.2883294442435962,1.306963645673323,-2.3612424540044703,2.0209127366102924,-1.5514885504023994,3.5
Week 28 (2023),7/10/2023,Moray,1.4624182469517188,0.5944700460829491,0.0,0.0,0.0,3.5
Week 28 (2023),7/10/2023,Cumbria,0.45262431393170316,0.327700972862263,1.6387575459955297,-1.9790872633897079,1.5000000000000009,1.0
Week 29 (2023),7/17/2023,Aberdeen,1.298090511716566,-0.03236047107014856,0.0,0.0,0.0,1.0
Week 29 (2023),7/17/2023,Aberdeen,1.298090511716566,-0.03236047107014856,0.0,0.0,0.0,2.0
Week 29 (2023),7/17/2023,Aberdeen,1.298090511716566,-0.03236047107014856,0.0,0.0,0.0,3.5
Week 29 (2023),7/17/2023,Anglesey ,0.021691261051038656,1.1123911930363541,0.0,0.0,0.0,3.5
Week 29 (2023),7/17/2023,Angus,1.1502941466460697,0.3801843317972349,1.6387575459955297,-1.619358705006426,1.1092018314276124,3.5
Week 29 (2023),7/17/2023,Argyll and Bute,1.0516975055049764,1.6961085509472604,0.0,0.0,0.0,3.0
Week 29 (2023),7/17/2023,Lincolnshire,0.011305748184177851,-0.8292370711725551,1.6387575459955297,-1.0356483694276968,-1.3057375106890625,1.0
Week 29 (2023),7/17/2023,Essex,-0.468005389949715,-1.013056835637481,1.6387575459955297,-0.6646075264883606,-1.5882544550267905,1.0
Week 29 (2023),7/17/2023,Carmarthenshire,-0.44039833043021065,0.9719918074756781,1.6387575459955297,-0.4474130566781613,0.559648326640869,3.5
Week 29 (2023),7/17/2023,Cumbria,0.45262431393170316,0.327700972862263,1.6387575459955297,-1.189494425814767,-0.272422119774535,3.5
Week 29 (2023),7/17/2023,Dumfries and Galloway,0.6145857297794707,0.7411674347158217,0.0,0.0,0.0,3.5
Week 29 (2023),7/17/2023,Dundee,1.072074144674137,0.416385048643113,1.6387575459955297,-1.619358705006426,1.1092018314276124,3.0
Week 29 (2023),7/17/2023,East Lothian,0.9038025437933404,0.3136200716845877,0.0,0.0,0.0,2.0
Week 29 (2023),7/17/2023,Fife,0.9886285207217259,0.5076804915514592,0.0,0.0,0.0,3.5
Week 29 (2023),7/17/2023,Hampshire ,-0.7040786143885376,-0.434920634920635,1.6387575459955297,-0.4655126486193556,-0.8374560057409244,2.0
